token_lower,total_count,initial_upper_count,all_upper_count,initial_upper_ratio,all_upper_ratio
schull,8,8,0,1.0,0.0
schulmann,55,55,0,1.0,0.0
schuloff,63,62,1,0.9841269841269841,0.015873015873015872
schultz,106,106,0,1.0,0.0
schultze,52,52,0,1.0,0.0
schultzer,130,130,0,1.0,0.0
schulz,146,146,0,1.0,0.0
schumacker,236,236,0,1.0,0.0
schumann,75,75,0,1.0,0.0
schunberg,138,138,0,1.0,0.0
schunken,6,6,0,1.0,0.0
schupp,13,13,0,1.0,0.0
schurke,40,40,0,1.0,0.0
schurli,9,9,0,1.0,0.0
schuylkill,7,7,0,1.0,0.0
schwab,35,35,0,1.0,0.0
schwalbach,14,14,0,1.0,0.0
schwalbennest,7,7,0,1.0,0.0
schwanau,7,7,0,1.0,0.0
schwanthaler,40,40,0,1.0,0.0
schwarenbach,5,5,0,1.0,0.0
schwartz,897,897,0,1.0,0.0
schwartzbacher,10,10,0,1.0,0.0
schwartzemberg,12,12,0,1.0,0.0
schwartzenberg,14,14,0,1.0,0.0
schwartzwald,14,14,0,1.0,0.0
schwarz,23,23,0,1.0,0.0
schwarzenberg,14,14,0,1.0,0.0
schwester,9,8,0,0.8888888888888888,0.0
schweyer,25,25,0,1.0,0.0
schwitz,14,14,0,1.0,0.0
schwob,14,13,0,0.9285714285714286,0.0
schwobs,8,8,0,1.0,0.0
schwytz,63,63,0,1.0,0.0
schwyz,29,29,0,1.0,0.0
schwân,23,23,0,1.0,0.0
schéhérazade,7,7,0,1.0,0.0
schérer,10,10,0,1.0,0.0
schérie,6,6,0,1.0,0.0
schönbrunn,13,13,0,1.0,0.0
schöngraben,6,6,0,1.0,0.0
schültz,216,216,0,1.0,0.0
schütz,14,14,0,1.0,0.0
schützkopf,12,12,0,1.0,0.0
schœffer,10,10,0,1.0,0.0
schœnberg,7,7,0,1.0,0.0
schœnbrunn,40,40,0,1.0,0.0
schœnbrünn,8,8,0,1.0,0.0
scianca,145,145,0,1.0,0.0
sciarpa,16,16,0,1.0,0.0
sciarra,42,42,0,1.0,0.0
sciazziga,44,44,0,1.0,0.0
scilly,141,141,0,1.0,0.0
scindiah,100,100,0,1.0,0.0
scio,13,13,0,1.0,0.0
scipio,114,114,1,1.0,0.008771929824561403
scipion,753,753,1,1.0,0.0013280212483399733
scipione,14,14,0,1.0,0.0
scipions,7,7,0,1.0,0.0
scironiennes,5,5,0,1.0,0.0
scissy,7,7,0,1.0,0.0
scié,201,81,0,0.40298507462686567,0.0
scolastica,6,5,0,0.8333333333333334,0.0
scolastique,102,40,2,0.39215686274509803,0.0196078431372549
scolpvelt,77,77,0,1.0,0.0
sconin,5,5,0,1.0,0.0
scopone,12,12,0,1.0,0.0
scoptzi,22,22,0,1.0,0.0
scorfano,6,6,0,1.0,0.0
scorpione,7,6,0,0.8571428571428571,0.0
scotch,18,6,0,0.3333333333333333,0.0
scotia,16,16,0,1.0,0.0
scotland,98,98,0,1.0,0.0
scotowe,208,208,3,1.0,0.014423076923076924
scott,299,299,9,1.0,0.030100334448160536
scotti,8,8,0,1.0,0.0
scoucoumé,15,15,0,1.0,0.0
scouflers,53,53,0,1.0,0.0
scozzone,59,59,0,1.0,0.0
scrapouchinat,16,16,0,1.0,0.0
scratch,16,16,0,1.0,0.0
scriabine,5,5,0,1.0,0.0
scribe,370,168,4,0.4540540540540541,0.010810810810810811
script,6,6,0,1.0,0.0
scrofani,6,6,0,1.0,0.0
scudéri,23,23,0,1.0,0.0
scudéry,75,75,1,1.0,0.013333333333333334
scully,6,6,0,1.0,0.0
scutari,33,33,0,1.0,0.0
scy,5,5,0,1.0,0.0
scylla,85,85,7,1.0,0.08235294117647059
scyros,13,13,0,1.0,0.0
scythe,13,10,0,0.7692307692307693,0.0
scythes,31,28,0,0.9032258064516129,0.0
scythie,15,15,0,1.0,0.0
scævola,10,10,0,1.0,0.0
scépeaux,5,5,0,1.0,0.0
scévola,48,48,0,1.0,0.0
scœvola,19,19,0,1.0,0.0
sea,136,117,1,0.8602941176470589,0.007352941176470588
seader,5,5,0,1.0,0.0
seat,7,7,0,1.0,0.0
sebastiani,56,56,0,1.0,0.0
sebastiao,12,12,0,1.0,0.0
sebdou,14,14,0,1.0,0.0
sebenico,18,18,0,1.0,0.0
sebert,6,6,0,1.0,0.0
sebillotte,11,11,0,1.0,0.0
sebou,9,9,0,1.0,0.0
secca,21,18,0,0.8571428571428571,0.0
seckendorf,5,5,0,1.0,0.0
secondement,81,35,0,0.43209876543209874,0.0
secouons,24,5,0,0.20833333333333334,0.0
secourez,113,28,0,0.24778761061946902,0.0
secourgeon,53,53,0,1.0,0.0
secunda,13,13,2,1.0,0.15384615384615385
secundo,87,36,0,0.41379310344827586,0.0
secundus,14,14,0,1.0,0.0
sed,53,13,1,0.24528301886792453,0.018867924528301886
sedan,537,537,1,1.0,0.00186219739292365
sedanais,12,12,0,1.0,0.0
sedlitz,7,7,0,1.0,0.0
see,29,14,0,0.4827586206896552,0.0
seelisberg,69,69,0,1.0,0.0
seelorf,112,112,1,1.0,0.008928571428571428
segmuller,144,144,2,1.0,0.013888888888888888
segoing,7,7,0,1.0,0.0
segonde,70,70,0,1.0,0.0
segrais,78,78,0,1.0,0.0
segré,32,32,0,1.0,0.0
seguin,55,55,2,1.0,0.03636363636363636
sehiba,5,5,0,1.0,0.0
seiche,24,7,0,0.2916666666666667,0.0
seiffert,136,136,0,1.0,0.0
seiglière,94,94,0,1.0,0.0
seignebos,167,167,0,1.0,0.0
seignelay,14,14,0,1.0,0.0
seigneulles,150,150,0,1.0,0.0
seigneur,17512,6547,17,0.3738579259936044,0.0009707629054362723
seigneurerie,7,5,0,0.7142857142857143,0.0
seigneurie,1569,1141,0,0.727214786488209,0.0
seigneuries,200,84,0,0.42,0.0
seigny,46,46,0,1.0,0.0
seil,28,23,0,0.8214285714285714,0.0
seiler,15,15,0,1.0,0.0
seille,92,63,1,0.6847826086956522,0.010869565217391304
seillon,55,54,0,0.9818181818181818,0.0
seine,3800,3779,21,0.9944736842105263,0.005526315789473684
seiryman,9,9,0,1.0,0.0
seixas,7,7,0,1.0,0.0
sekhem,32,32,0,1.0,0.0
sekhet,6,6,0,1.0,0.0
sel,2298,849,1,0.36945169712793735,0.0004351610095735422
selby,11,11,1,1.0,0.09090909090909091
selcault,44,44,0,1.0,0.0
selden,14,14,0,1.0,0.0
seldjouck,11,11,0,1.0,0.0
seldorf,150,150,0,1.0,0.0
select,88,71,0,0.8068181818181818,0.0
selim,164,164,0,1.0,0.0
selkirk,21,21,0,1.0,0.0
sellez,18,9,0,0.5,0.0
sellier,66,29,0,0.4393939393939394,0.0
sellouf,6,6,0,1.0,0.0
selo,69,69,1,1.0,0.014492753623188406
selsam,28,28,1,1.0,0.03571428571428571
seltz,70,44,0,0.6285714285714286,0.0
selvage,37,37,0,1.0,0.0
selvaggia,7,7,0,1.0,0.0
selve,24,21,0,0.875,0.0
sem,56,32,0,0.5714285714285714,0.0
semaise,90,90,0,1.0,0.0
semalens,60,60,0,1.0,0.0
sembert,8,8,0,1.0,0.0
semblançay,29,29,0,1.0,0.0
semeur,89,52,2,0.5842696629213483,0.02247191011235955
semeuse,18,10,2,0.5555555555555556,0.1111111111111111
semez,44,13,0,0.29545454545454547,0.0
semezof,8,8,0,1.0,0.0
seminitch,11,11,0,1.0,0.0
seminkhof,81,81,0,1.0,0.0
semiramide,5,5,0,1.0,0.0
semler,34,34,0,1.0,0.0
semlin,16,16,0,1.0,0.0
semnoz,24,24,0,1.0,0.0
sempach,16,16,0,1.0,0.0
semper,43,11,1,0.2558139534883721,0.023255813953488372
sempre,17,5,1,0.29411764705882354,0.058823529411764705
sempronie,9,9,0,1.0,0.0
semur,39,39,0,1.0,0.0
semène,10,10,0,1.0,0.0
sen,86,40,2,0.46511627906976744,0.023255813953488372
senades,6,6,0,1.0,0.0
senart,7,7,1,1.0,0.14285714285714285
send,5,5,5,1.0,1.0
sendiri,8,8,0,1.0,0.0
senecé,5,5,0,1.0,0.0
senez,6,5,0,0.8333333333333334,0.0
seng,15,11,0,0.7333333333333333,0.0
senglea,5,5,0,1.0,0.0
seni,14,12,0,0.8571428571428571,0.0
seniavine,26,26,0,1.0,0.0
senier,283,283,0,1.0,0.0
senks,29,29,0,1.0,0.0
senlis,146,146,1,1.0,0.00684931506849315
senne,30,28,0,0.9333333333333333,0.0
sennecey,134,134,0,1.0,0.0
sennecour,40,40,5,1.0,0.125
sennemart,21,21,0,1.0,0.0
senneterre,27,27,0,1.0,0.0
senneval,6,6,0,1.0,0.0
senneville,240,240,5,1.0,0.020833333333333332
sennevières,17,17,0,1.0,0.0
senneçay,9,9,0,1.0,0.0
senonches,6,6,0,1.0,0.0
senoncourt,97,97,0,1.0,0.0
senones,15,15,0,1.0,0.0
senonges,5,5,0,1.0,0.0
senora,197,52,1,0.2639593908629442,0.005076142131979695
senoussis,5,5,0,1.0,0.0
senoûsistes,26,26,0,1.0,0.0
sentilhes,136,136,0,1.0,0.0
senza,22,7,0,0.3181818181818182,0.0
sephora,192,192,0,1.0,0.0
seppa,47,47,1,1.0,0.02127659574468085
septchamps,6,6,0,1.0,0.0
septentrion,98,32,0,0.32653061224489793,0.0
septeuil,35,35,0,1.0,0.0
septima,17,17,0,1.0,0.0
septimanie,13,13,0,1.0,0.0
septime,217,217,3,1.0,0.013824884792626729
septimine,89,89,1,1.0,0.011235955056179775
septmoncel,12,12,0,1.0,0.0
septèmes,11,11,8,1.0,0.7272727272727273
serafina,5,5,0,1.0,0.0
serafino,6,6,0,1.0,0.0
serajevo,11,11,0,1.0,0.0
serampour,7,7,0,1.0,0.0
serapeum,18,18,0,1.0,0.0
serapis,10,10,0,1.0,0.0
seratoff,29,29,0,1.0,0.0
serbe,28,12,0,0.42857142857142855,0.0
serbeck,6,6,0,1.0,0.0
serbelloni,8,8,0,1.0,0.0
serbes,27,20,0,0.7407407407407407,0.0
serbie,75,75,0,1.0,0.0
sercq,40,40,0,1.0,0.0
serda,9,9,5,1.0,0.5555555555555556
serdal,59,59,0,1.0,0.0
serdan,129,129,0,1.0,0.0
serdar,13,10,0,0.7692307692307693,0.0
serena,571,570,0,0.9982486865148862,0.0
sereth,13,13,0,1.0,0.0
sergaz,41,41,3,1.0,0.07317073170731707
serge,2749,2335,8,0.8493997817388141,0.0029101491451436886
sergette,44,42,0,0.9545454545454546,0.0
sergine,56,56,0,1.0,0.0
sergius,5,5,0,1.0,0.0
sergy,127,127,1,1.0,0.007874015748031496
seringapatam,13,13,0,1.0,0.0
serizy,7,7,0,1.0,0.0
serk,16,16,0,1.0,0.0
serkis,19,17,0,0.8947368421052632,0.0
serko,13,13,0,1.0,0.0
serlang,29,29,0,1.0,0.0
serlat,7,7,0,1.0,0.0
serlay,14,14,0,1.0,0.0
serlon,25,25,0,1.0,0.0
sermais,14,14,0,1.0,0.0
sermaise,41,41,0,1.0,0.0
sermet,13,13,0,1.0,0.0
sermoise,27,27,0,1.0,0.0
sermoises,8,8,0,1.0,0.0
sermor,14,14,0,1.0,0.0
sermoyé,8,8,0,1.0,0.0
sermèze,46,46,0,1.0,0.0
sernailles,82,82,0,1.0,0.0
sernaves,11,11,0,1.0,0.0
sernin,53,53,0,1.0,0.0
sernine,179,179,1,1.0,0.00558659217877095
sernonne,5,5,0,1.0,0.0
serpe,304,115,0,0.3782894736842105,0.0
serpente,236,75,0,0.3177966101694915,0.0
serpenteau,96,81,0,0.84375,0.0
serpentine,150,104,47,0.6933333333333334,0.31333333333333335
serpette,44,11,0,0.25,0.0
serpierre,112,112,0,1.0,0.0
serpignade,7,7,0,1.0,0.0
serpillon,8,8,0,1.0,0.0
serpières,6,6,0,1.0,0.0
serples,15,15,0,1.0,0.0
serquigny,19,19,1,1.0,0.05263157894736842
serraf,13,13,0,1.0,0.0
serrail,6,6,0,1.0,0.0
serrao,9,9,0,1.0,0.0
serrez,219,77,0,0.3515981735159817,0.0
serriau,8,8,0,1.0,0.0
serrières,16,16,0,1.0,0.0
serrons,47,12,0,0.2553191489361702,0.0
serrou,10,10,0,1.0,0.0
sertanejo,6,6,0,1.0,0.0
serva,10,6,0,0.6,0.0
servadac,767,767,1,1.0,0.001303780964797914
servain,177,177,0,1.0,0.0
servais,659,482,0,0.7314112291350531,0.0
serval,22,22,0,1.0,0.0
servan,184,184,0,1.0,0.0
servandoni,14,14,0,1.0,0.0
servat,26,26,0,1.0,0.0
servaz,36,36,2,1.0,0.05555555555555555
servet,25,24,0,0.96,0.0
serveuil,5,5,0,1.0,0.0
servez,499,113,0,0.22645290581162325,0.0
servien,96,96,0,1.0,0.0
servieux,5,5,0,1.0,0.0
servigny,107,107,0,1.0,0.0
servilius,7,7,0,1.0,0.0
servin,10,10,0,1.0,0.0
servius,13,13,0,1.0,0.0
servière,10,10,0,1.0,0.0
servières,74,74,5,1.0,0.06756756756756757
serviès,8,8,0,1.0,0.0
servois,51,51,0,1.0,0.0
servon,163,163,0,1.0,0.0
servoz,5,5,0,1.0,0.0
servy,9,9,0,1.0,0.0
servâas,12,12,0,1.0,0.0
sery,9,9,0,1.0,0.0
sesia,5,5,0,1.0,0.0
seskine,5,5,0,1.0,0.0
sessa,9,9,0,1.0,0.0
sesto,5,5,0,1.0,0.0
sestos,5,5,0,1.0,0.0
sestri,7,7,0,1.0,0.0
sestroriesk,5,5,0,1.0,0.0
seth,18,18,2,1.0,0.1111111111111111
seton,11,6,0,0.5454545454545454,0.0
setti,73,73,0,1.0,0.0
settlers,17,9,0,0.5294117647058824,0.0
seuilly,31,31,0,1.0,0.0
seuleunéer,9,9,0,1.0,0.0
seulière,31,31,0,1.0,0.0
seurel,68,68,0,1.0,0.0
seurres,8,8,0,1.0,0.0
sevaldo,12,12,0,1.0,0.0
seven,8,5,0,0.625,0.0
sever,32,32,0,1.0,0.0
several,29,24,0,0.8275862068965517,0.0
severim,36,36,0,1.0,0.0
severin,14,14,0,1.0,0.0
severine,163,163,1,1.0,0.006134969325153374
severn,61,61,0,1.0,0.0
severo,52,52,2,1.0,0.038461538461538464
seveste,7,7,0,1.0,0.0
sevère,8,8,0,1.0,0.0
sexey,6,6,0,1.0,0.0
sexte,20,9,0,0.45,0.0
sextilius,9,9,0,1.0,0.0
sextius,102,102,0,1.0,0.0
sextus,23,23,0,1.0,0.0
seychelles,7,7,0,1.0,0.0
seyez,8,6,0,0.75,0.0
seymour,262,262,1,1.0,0.003816793893129771
seyne,21,21,0,1.0,0.0
seypel,5,5,0,1.0,0.0
seyssel,143,143,0,1.0,0.0
seyton,41,41,0,1.0,0.0
seïd,12,12,0,1.0,0.0
sfax,7,7,0,1.0,0.0
sfondrato,27,27,0,1.0,0.0
sforce,24,24,0,1.0,0.0
sforza,66,66,0,1.0,0.0
sganarelle,52,52,0,1.0,0.0
sguardo,6,5,0,0.8333333333333334,0.0
shackleton,16,16,0,1.0,0.0
shadow,8,6,0,0.75,0.0
shaftesbury,9,9,0,1.0,0.0
shah,52,17,0,0.3269230769230769,0.0
shahutsnischbach,10,10,0,1.0,0.0
shakespear,7,7,1,1.0,0.14285714285714285
shakespeare,402,401,22,0.9975124378109452,0.05472636815920398
shakspeare,134,134,6,1.0,0.04477611940298507
shan,8,5,0,0.625,0.0
shanandithit,45,45,0,1.0,0.0
shandy,19,19,0,1.0,0.0
shang,117,117,0,1.0,0.0
shangaï,25,25,0,1.0,0.0
shanghai,6,6,0,1.0,0.0
shanghaï,24,24,0,1.0,0.0
shannon,41,41,0,1.0,0.0
sharp,85,84,0,0.9882352941176471,0.0
sharper,161,160,2,0.9937888198757764,0.012422360248447204
shasta,8,8,0,1.0,0.0
shaughnessy,34,34,0,1.0,0.0
shaver,29,29,0,1.0,0.0
shaw,30,28,0,0.9333333333333333,0.0
shealtiel,18,18,0,1.0,0.0
sheen,30,30,0,1.0,0.0
sheepstor,21,21,0,1.0,0.0
sheffield,34,34,1,1.0,0.029411764705882353
shell,35,35,1,1.0,0.02857142857142857
shelley,20,20,1,1.0,0.05
shen,53,53,0,1.0,0.0
shenectady,6,6,0,1.0,0.0
shepheard,11,11,0,1.0,0.0
sheppard,24,24,1,1.0,0.041666666666666664
sherbatoff,31,31,0,1.0,0.0
sherbrooke,11,11,0,1.0,0.0
sheridan,22,22,1,1.0,0.045454545454545456
sherkoff,15,15,0,1.0,0.0
sherlock,31,31,0,1.0,0.0
sherman,43,43,0,1.0,0.0
sherrington,48,48,0,1.0,0.0
sherute,6,6,0,1.0,0.0
sherwood,98,98,0,1.0,0.0
shesbury,880,880,0,1.0,0.0
shetford,8,8,0,1.0,0.0
shetland,14,13,0,0.9285714285714286,0.0
shiba,13,13,0,1.0,0.0
shield,9,9,0,1.0,0.0
shigne,69,69,1,1.0,0.014492753623188406
shilagh,5,5,0,1.0,0.0
ship,34,7,0,0.20588235294117646,0.0
shipp,6,6,0,1.0,0.0
shippen,7,7,0,1.0,0.0
shirley,14,14,0,1.0,0.0
shirton,13,13,0,1.0,0.0
shispa,15,15,0,1.0,0.0
shiva,22,22,0,1.0,0.0
shocking,42,10,0,0.23809523809523808,0.0
shoe,9,9,0,1.0,0.0
shoking,1385,1381,1,0.9971119133574007,0.0007220216606498195
sholmes,36,36,1,1.0,0.027777777777777776
sholmès,392,392,1,1.0,0.002551020408163265
short,9,8,0,0.8888888888888888,0.0
shortbody,17,17,0,1.0,0.0
shoshoné,22,21,0,0.9545454545454546,0.0
shrabb,9,9,0,1.0,0.0
shulzmayer,13,13,0,1.0,0.0
shungush,22,22,0,1.0,0.0
shylock,36,36,0,1.0,0.0
shéhérazade,11,11,0,1.0,0.0
shéridan,7,7,0,1.0,0.0
siam,168,161,1,0.9583333333333334,0.005952380952380952
siamois,90,46,0,0.5111111111111111,0.0
sian,14,12,0,0.8571428571428571,0.0
siao,59,59,39,1.0,0.6610169491525424
sib,112,111,0,0.9910714285714286,0.0
sibbécaï,49,49,1,1.0,0.02040816326530612
sibert,8,8,0,1.0,0.0
sibilet,139,139,0,1.0,0.0
sibilla,12,11,0,0.9166666666666666,0.0
sibille,11,11,0,1.0,0.0
siblas,37,37,0,1.0,0.0
sibran,51,51,5,1.0,0.09803921568627451
sibreux,60,60,1,1.0,0.016666666666666666
sibut,6,6,0,1.0,0.0
sibylla,8,8,1,1.0,0.125
sibylle,823,648,4,0.787363304981774,0.004860267314702308
sibylles,25,5,0,0.2,0.0
sibérie,535,533,1,0.9962616822429906,0.001869158878504673
sibérien,66,19,0,0.2878787878787879,0.0
sibérienne,60,25,0,0.4166666666666667,0.0
sibériens,32,11,0,0.34375,0.0
sic,159,56,3,0.3522012578616352,0.018867924528301886
sicaire,17,8,0,0.47058823529411764,0.0
sicambre,14,10,0,0.7142857142857143,0.0
sicard,110,110,0,1.0,0.0
sicardot,61,61,0,1.0,0.0
sicca,11,11,0,1.0,0.0
siccæ,5,5,0,1.0,0.0
sicharius,10,10,0,1.0,0.0
sichel,28,28,1,1.0,0.03571428571428571
sichem,8,8,0,1.0,0.0
sicile,809,809,1,1.0,0.0012360939431396785
siciles,105,105,0,1.0,0.0
sicilien,150,94,0,0.6266666666666667,0.0
sicilienne,98,56,0,0.5714285714285714,0.0
siciliennes,48,23,1,0.4791666666666667,0.020833333333333332
siciliens,74,48,0,0.6486486486486487,0.0
sick,6,5,0,0.8333333333333334,0.0
sicuani,8,8,0,1.0,0.0
sid,32,30,0,0.9375,0.0
sidaner,7,7,0,1.0,0.0
sidi,491,474,3,0.9653767820773931,0.006109979633401222
sidie,286,286,3,1.0,0.01048951048951049
sidney,240,240,1,1.0,0.004166666666666667
sidoine,101,101,1,1.0,0.009900990099009901
sidon,21,21,0,1.0,0.0
sidonia,187,187,0,1.0,0.0
sidonie,532,532,2,1.0,0.0037593984962406013
sidre,8,8,0,1.0,0.0
sie,26,9,0,0.34615384615384615,0.0
siebel,7,7,0,1.0,0.0
sieboldt,13,13,0,1.0,0.0
sieg,15,15,0,1.0,0.0
siegbert,312,312,0,1.0,0.0
siegfried,163,163,1,1.0,0.006134969325153374
sieglinde,33,33,0,1.0,0.0
siegmund,47,47,0,1.0,0.0
siem,8,8,0,1.0,0.0
siena,7,7,0,1.0,0.0
siennois,7,6,0,0.8571428571428571,0.0
sierck,10,10,0,1.0,0.0
sierra,364,223,3,0.6126373626373627,0.008241758241758242
sierras,72,42,0,0.5833333333333334,0.0
sieyès,115,115,0,1.0,0.0
siffrein,19,19,0,1.0,0.0
siffreine,15,15,0,1.0,0.0
siffroi,21,21,0,1.0,0.0
sig,19,17,0,0.8947368421052632,0.0
sigault,8,8,0,1.0,0.0
sigebert,47,47,0,1.0,0.0
sigefred,5,5,0,1.0,0.0
sigefried,9,9,0,1.0,0.0
sigha,25,25,0,1.0,0.0
sigier,14,14,0,1.0,0.0
sigisbert,11,11,0,1.0,0.0
sigisbé,16,6,0,0.375,0.0
sigisbée,55,30,1,0.5454545454545454,0.01818181818181818
sigisgan,75,75,0,1.0,0.0
sigismond,376,376,1,1.0,0.0026595744680851063
sigismund,10,10,1,1.0,0.1
sigmund,7,7,0,1.0,0.0
signaï,5,5,0,1.0,0.0
signez,217,90,0,0.4147465437788018,0.0
signol,33,33,0,1.0,0.0
signons,37,10,0,0.2702702702702703,0.0
signore,95,24,1,0.25263157894736843,0.010526315789473684
signori,20,6,0,0.3,0.0
sigognac,599,599,2,1.0,0.00333889816360601
sigolène,10,10,0,1.0,0.0
sigournais,13,13,0,1.0,0.0
sigrid,84,84,0,1.0,0.0
sigurd,16,16,0,1.0,0.0
sikkim,12,12,0,1.0,0.0
sil,35,23,1,0.6571428571428571,0.02857142857142857
sila,13,13,2,1.0,0.15384615384615385
silain,37,37,0,1.0,0.0
silanus,10,10,0,1.0,0.0
silas,507,507,1,1.0,0.0019723865877712033
silaz,50,50,1,1.0,0.02
silberfels,22,22,1,1.0,0.045454545454545456
silberhaus,15,15,0,1.0,0.0
silberman,8,8,0,1.0,0.0
silbermann,60,60,6,1.0,0.1
silberschmidt,6,6,0,1.0,0.0
sile,17,17,2,1.0,0.11764705882352941
silentiaire,7,5,0,0.7142857142857143,0.0
silfax,33,33,1,1.0,0.030303030303030304
silia,15,15,0,1.0,0.0
silistrie,19,19,0,1.0,0.0
sillery,64,55,0,0.859375,0.0
sillette,290,290,0,1.0,0.0
silly,109,106,1,0.9724770642201835,0.009174311926605505
sillé,27,26,0,0.9629629629629629,0.0
silo,54,17,0,0.3148148148148148,0.0
siloé,10,10,0,1.0,0.0
siloë,6,6,0,1.0,0.0
sils,10,9,0,0.9,0.0
silva,67,67,1,1.0,0.014925373134328358
silvain,28,28,0,1.0,0.0
silve,8,7,0,0.875,0.0
silver,14,14,0,1.0,0.0
silvereal,176,176,0,1.0,0.0
silvert,101,101,1,1.0,0.009900990099009901
silvestre,48,44,1,0.9166666666666666,0.020833333333333332
silvi,7,7,0,1.0,0.0
silvia,135,135,0,1.0,0.0
silvie,7,6,0,0.8571428571428571,0.0
silvine,106,106,0,1.0,0.0
silvio,320,320,1,1.0,0.003125
silvula,10,10,0,1.0,0.0
silvère,313,313,0,1.0,0.0
silz,5,5,0,1.0,0.0
silène,77,74,0,0.961038961038961,0.0
siléis,12,12,0,1.0,0.0
silésie,54,54,0,1.0,0.0
simaise,261,261,0,1.0,0.0
simancas,226,226,0,1.0,0.0
simare,8,7,0,0.875,0.0
simbad,46,46,2,1.0,0.043478260869565216
simeuse,160,160,0,1.0,0.0
simiane,138,134,0,0.9710144927536232,0.0
simier,27,27,0,1.0,0.0
similia,13,10,1,0.7692307692307693,0.07692307692307693
similien,15,15,0,1.0,0.0
similor,641,620,0,0.9672386895475819,0.0
simily,8,8,0,1.0,0.0
simiès,179,179,3,1.0,0.01675977653631285
simler,7,7,0,1.0,0.0
simon,5919,5917,103,0.9996621050853185,0.017401588106099004
simonard,81,81,0,1.0,0.0
simone,2227,2227,3,1.0,0.001347103726986978
simoneau,8,8,0,1.0,0.0
simonei,5,5,0,1.0,0.0
simonet,49,49,0,1.0,0.0
simonette,18,18,0,1.0,0.0
simonide,21,21,0,1.0,0.0
simonidzé,138,138,0,1.0,0.0
simonienne,17,5,0,0.29411764705882354,0.0
simonin,10,10,0,1.0,0.0
simonis,15,15,1,1.0,0.06666666666666667
simonne,455,455,0,1.0,0.0
simonneau,69,69,0,1.0,0.0
simonnet,89,89,0,1.0,0.0
simonnette,120,120,0,1.0,0.0
simonnin,14,14,0,1.0,0.0
simonot,24,24,0,1.0,0.0
simons,126,126,2,1.0,0.015873015873015872
simouns,205,201,1,0.9804878048780488,0.004878048780487805
simoïs,6,6,0,1.0,0.0
simplet,260,252,2,0.9692307692307692,0.007692307692307693
simplette,44,16,0,0.36363636363636365,0.0
simplice,49,49,0,1.0,0.0
simplicie,565,565,92,1.0,0.16283185840707964
simplon,63,63,0,1.0,0.0
simpson,110,110,0,1.0,0.0
sims,27,27,0,1.0,0.0
siméon,1080,1080,6,1.0,0.005555555555555556
siméonof,5,5,0,1.0,0.0
sin,45,21,0,0.4666666666666667,0.0
sinabria,129,129,0,1.0,0.0
sinaï,104,104,0,1.0,0.0
sinaïa,6,6,0,1.0,0.0
sinclair,198,198,0,1.0,0.0
sinclèves,6,6,0,1.0,0.0
sincou,10,10,1,1.0,0.1
sindbad,14,14,0,1.0,0.0
sinet,248,241,2,0.9717741935483871,0.008064516129032258
sinette,91,91,0,1.0,0.0
sing,655,648,1,0.9893129770992366,0.0015267175572519084
singapoor,106,105,1,0.9905660377358491,0.009433962264150943
singapore,47,47,0,1.0,0.0
singapour,35,35,0,1.0,0.0
singer,113,30,0,0.26548672566371684,0.0
singh,9,9,0,1.0,0.0
singhi,25,25,0,1.0,0.0
singlart,5,5,0,1.0,0.0
singleton,12,9,0,0.75,0.0
singuet,7,7,0,1.0,0.0
sinigaglia,5,5,0,1.0,0.0
sinna,19,19,0,1.0,0.0
sinnamari,418,418,1,1.0,0.0023923444976076554
sinnamary,6,6,0,1.0,0.0
sinnassamy,15,15,0,1.0,0.0
sinner,22,22,0,1.0,0.0
sinotte,15,15,0,1.0,0.0
sinzendorf,15,15,0,1.0,0.0
siomara,193,193,1,1.0,0.0051813471502590676
sion,406,376,2,0.9261083743842364,0.0049261083743842365
siona,62,62,1,1.0,0.016129032258064516
siou,54,38,0,0.7037037037037037,0.0
sioul,18,18,1,1.0,0.05555555555555555
sioule,5,5,0,1.0,0.0
sioux,373,314,0,0.8418230563002681,0.0
sips,15,15,0,1.0,0.0
sir,12382,2953,23,0.238491358423518,0.0018575351316427072
siral,7,7,0,1.0,0.0
siraudin,7,7,0,1.0,0.0
sirdah,84,84,0,1.0,0.0
sirdar,205,201,0,0.9804878048780488,0.0
sire,10337,4868,8,0.4709296701170552,0.0007739189319918738
sirena,6,6,0,1.0,0.0
sirhugues,16,16,0,1.0,0.0
siribeddi,373,373,3,1.0,0.00804289544235925
sirius,36,36,0,1.0,0.0
sirmoise,9,9,0,1.0,0.0
sirmond,11,11,0,1.0,0.0
sironval,15,15,0,1.0,0.0
siroteau,6,6,0,1.0,0.0
sirotin,8,8,0,1.0,0.0
sirs,26,8,0,0.3076923076923077,0.0
sirvoise,23,23,0,1.0,0.0
siry,6,6,0,1.0,0.0
sirène,614,175,3,0.28501628664495116,0.004885993485342019
siscoignard,6,6,0,1.0,0.0
siska,49,49,0,1.0,0.0
sismondi,8,8,0,1.0,0.0
sissonne,18,18,0,1.0,0.0
sisterne,122,122,1,1.0,0.00819672131147541
sisteron,8,8,0,1.0,0.0
sisyphe,54,50,0,0.9259259259259259,0.0
sita,222,219,0,0.9864864864864865,0.0
sitarak,17,17,1,1.0,0.058823529411764705
sitnikoff,89,89,0,1.0,0.0
sitovka,39,39,1,1.0,0.02564102564102564
sitty,14,9,0,0.6428571428571429,0.0
